Fruit_name,Fruit_weight,Fruit_color
Strawberry,2090.96,Red
Grapes,268.63,Green
Cherry,1110.14,Red
Papaya,1410.01,Orange
Papaya,2223.92,Orange
Banana,1294.92,Yellow
Apple,2462.27,Red
Strawberry,2786.02,Red
Cherry,2873.18,Red
Banana,978.97,Yellow
Cherry,1971.48,Red
Orange,137.41,Orange
Kiwi,2963.77,Brown
Grapes,2567.25,Green
Papaya,354.54,Orange
Cherry,1485.92,Red
Cherry,1072.98,Red
Grapes,2422.84,Green
Grapes,1810.58,Green
Banana,1542.6,Yellow
Apple,2805.76,Red
Strawberry,873.46,Red
Banana,2236.35,Yellow
Cherry,1027.77,Red
Grapes,2746.04,Green
Kiwi,2561.33,Brown
Cherry,2754.23,Red
Cherry,1128.36,Red
Watermelon,2930.28,Green
Cherry,206.57,Red
Pineapple,788.27,Brown
Strawberry,1325.96,Red
Cherry,1180.75,Red
Grapes,1366.66,Green
Orange,727.21,Orange
Kiwi,906.41,Brown
Blueberry,531.66,Blue
Cherry,2428.96,Red
Pineapple,1026.53,Brown
Strawberry,2776.49,Red
Papaya,1841.87,Orange
Orange,1619.79,Orange
Strawberry,1392.84,Red
Grapes,1207.14,Green
Banana,116.47,Yellow
Mango,638.34,Yellow
Mango,2593.95,Yellow
Papaya,856.81,Orange
Papaya,365.85,Orange
Watermelon,895.34,Green
Apple,2104.01,Red
Mango,1594.08,Yellow
Grapes,476.3,Green
Mango,1289.78,Yellow
Orange,856.85,Orange
Banana,2995.35,Yellow
Watermelon,1467.33,Green
Watermelon,2275.51,Green
Kiwi,1185.84,Brown
Strawberry,1805.86,Red
Cherry,871.15,Red
Mango,2110.34,Yellow
Orange,727.57,Orange
Cherry,1225.38,Red
Blueberry,1640.49,Blue
Orange,835.75,Orange
Strawberry,867.44,Red
Watermelon,2619.32,Green
Cherry,2298.21,Red
Strawberry,71.26,Red
Apple,2147.67,Red
Watermelon,490.31,Green
Grapes,2711.12,Green
Papaya,1848.72,Orange
Strawberry,670.41,Red
Blueberry,2222.0,Blue
Orange,1012.59,Orange
Grapes,1970.31,Green
Mango,1226.22,Yellow
Orange,2605.15,Orange
Cherry,1778.22,Red
Mango,803.17,Yellow
Watermelon,2138.58,Green
Banana,2984.59,Yellow
Kiwi,2550.46,Brown
Strawberry,2929.67,Red
Pineapple,2082.91,Brown
Grapes,2022.37,Green
Orange,1515.74,Orange
Kiwi,1977.0,Brown
Kiwi,517.26,Brown
Blueberry,415.3,Blue
Blueberry,1291.98,Blue
Pineapple,382.14,Brown
Mango,2516.33,Yellow
Cherry,2255.83,Red
Apple,2008.59,Red
Banana,1918.89,Yellow
Orange,88.76,Orange
Watermelon,1684.22,Green
Orange,2169.59,Orange
Orange,307.05,Orange
Strawberry,103.34,Red
Kiwi,1259.39,Brown
Banana,2062.66,Yellow
Orange,2586.24,Orange
Papaya,949.14,Orange
Cherry,2673.81,Red
Kiwi,483.01,Brown
Kiwi,1807.06,Brown
Apple,2210.55,Red
Grapes,1250.91,Green
Papaya,892.5,Orange
Grapes,1349.95,Green
Mango,1760.99,Yellow
Kiwi,1272.79,Brown
Banana,1184.96,Yellow
Strawberry,1879.15,Red
Papaya,355.05,Orange
Strawberry,569.33,Red
Pineapple,1593.37,Brown
Orange,73.2,Orange
Grapes,1384.23,Green
Mango,1801.64,Yellow
Grapes,2864.53,Green
Orange,563.85,Orange
Pineapple,2397.33,Brown
Orange,2242.43,Orange
Watermelon,828.32,Green
Pineapple,92.57,Brown
Cherry,2858.19,Red
Pineapple,610.79,Brown
Apple,2225.12,Red
Banana,575.49,Yellow
Cherry,485.07,Red
Papaya,1410.49,Orange
Banana,608.87,Yellow
Apple,389.36,Red
Strawberry,1618.48,Red
Strawberry,618.93,Red
Cherry,2213.61,Red
Blueberry,1709.08,Blue
Blueberry,580.27,Blue
Banana,1683.36,Yellow
Banana,1227.43,Yellow
Blueberry,365.62,Blue
Banana,289.77,Yellow
Kiwi,2923.05,Brown
Apple,2609.41,Red
Cherry,394.16,Red
Watermelon,1530.24,Green
Mango,1133.07,Yellow
Kiwi,2630.52,Brown
Banana,1001.18,Yellow
Watermelon,2858.46,Green
Papaya,1575.57,Orange
Orange,1065.19,Orange
Apple,1132.71,Red
Apple,1874.18,Red
Cherry,1397.32,Red
Banana,1877.29,Yellow
Blueberry,1899.93,Blue
Watermelon,814.34,Green
Cherry,2829.37,Red
Watermelon,2911.43,Green
Pineapple,1417.56,Brown
Pineapple,1658.3,Brown
Orange,762.66,Orange
Watermelon,1067.23,Green
Strawberry,943.86,Red
Papaya,621.76,Orange
Kiwi,371.08,Brown
Cherry,2378.62,Red
Strawberry,2691.67,Red
Blueberry,2292.21,Blue
Pineapple,2278.76,Brown
Mango,243.93,Yellow
Kiwi,670.33,Brown
Orange,2677.1,Orange
Strawberry,2122.81,Red
Pineapple,580.18,Brown
Cherry,2331.44,Red
Strawberry,1677.37,Red
Papaya,2666.99,Orange
Pineapple,2434.4,Brown
Kiwi,2853.81,Brown
Pineapple,1966.85,Brown
Banana,2414.39,Yellow
Blueberry,228.98,Blue
Kiwi,397.83,Brown
Kiwi,2137.31,Brown
Grapes,626.72,Green
Kiwi,1034.46,Brown
Blueberry,1494.32,Blue
Strawberry,351.19,Red
Grapes,2619.97,Green
Pineapple,394.67,Brown
Mango,1421.58,Yellow
Blueberry,2335.01,Blue
Blueberry,1906.89,Blue
Mango,2927.03,Yellow
Strawberry,204.02,Red
Cherry,2194.95,Red
Mango,796.4,Yellow
Pineapple,302.66,Brown
Orange,535.51,Orange
Apple,192.76,Red
Grapes,2024.25,Green
Banana,589.26,Yellow
Strawberry,2819.45,Red
Blueberry,1130.7,Blue
Banana,2984.47,Yellow
Apple,2130.14,Red
Watermelon,1522.99,Green
Cherry,1288.69,Red
Kiwi,795.94,Brown
Banana,1849.18,Yellow
Papaya,2183.86,Orange
Blueberry,2695.35,Blue
Watermelon,2729.9,Green
Strawberry,325.86,Red
Pineapple,2100.2,Brown
Papaya,1291.84,Orange
Apple,283.25,Red
Cherry,506.76,Red
Pineapple,1421.38,Brown
Banana,2044.71,Yellow
Orange,821.63,Orange
Pineapple,264.23,Brown
Banana,1644.52,Yellow
Papaya,915.89,Orange
Blueberry,451.4,Blue
Banana,493.52,Yellow
Blueberry,382.74,Blue
Mango,2225.95,Yellow
Blueberry,1299.75,Blue
Kiwi,786.33,Brown
Kiwi,930.41,Brown
Kiwi,1451.72,Brown
Cherry,2273.87,Red
Pineapple,1437.58,Brown
Grapes,829.23,Green
Apple,2996.24,Red
Banana,2694.36,Yellow
Strawberry,1593.23,Red
Blueberry,2073.54,Blue
Pineapple,2731.25,Brown
Strawberry,1696.47,Red
Apple,1899.29,Red
Orange,2528.96,Orange
Strawberry,2618.63,Red
Apple,2900.22,Red
Watermelon,2233.09,Green
Orange,2561.84,Orange
Orange,2929.51,Orange
Mango,1417.87,Yellow
Orange,2621.18,Orange
Strawberry,1737.74,Red
Banana,2592.52,Yellow
Papaya,705.61,Orange
Orange,1385.88,Orange
Grapes,1089.46,Green
Mango,1700.53,Yellow
Pineapple,1814.88,Brown
Grapes,1245.57,Green
Banana,1252.94,Yellow
Watermelon,2584.83,Green
Watermelon,74.0,Green
Watermelon,77.0,Green
Apple,2742.6,Red
Mango,773.76,Yellow
Orange,1589.49,Orange
Grapes,519.19,Green
Grapes,1627.76,Green
Cherry,2394.18,Red
Apple,1947.74,Red
Watermelon,2732.81,Green
Banana,1794.04,Yellow
Grapes,2540.18,Green
Blueberry,369.04,Blue
Grapes,437.15,Green
Mango,1807.68,Yellow
Grapes,682.41,Green
Grapes,2477.31,Green
Strawberry,730.22,Red
Kiwi,2488.79,Brown
Kiwi,854.63,Brown
Kiwi,2819.28,Brown
Watermelon,505.21,Green
Strawberry,2107.97,Red
Orange,2749.06,Orange
Cherry,2072.06,Red
Apple,2665.05,Red
Banana,2537.64,Yellow
Watermelon,2680.72,Green
Papaya,1574.9,Orange
Banana,1877.47,Yellow
Orange,1465.43,Orange
Banana,605.25,Yellow
Orange,2287.68,Orange
Papaya,1894.61,Orange
Apple,2478.43,Red
Blueberry,826.7,Blue
Watermelon,721.41,Green
Papaya,1515.41,Orange
Strawberry,190.68,Red
Apple,2501.88,Red
Blueberry,215.85,Blue
Banana,707.13,Yellow
Watermelon,731.96,Green
Orange,1845.84,Orange
Watermelon,2017.17,Green
Mango,2476.85,Yellow
Blueberry,989.05,Blue
Pineapple,1807.33,Brown
Mango,2598.1,Yellow
Apple,2263.67,Red
Banana,2114.68,Yellow
Blueberry,2811.62,Blue
Orange,1218.69,Orange
Orange,1437.74,Orange
Grapes,2228.91,Green
Papaya,672.13,Orange
Cherry,871.5,Red
Kiwi,848.11,Brown
Grapes,1866.4,Green
Mango,1260.7,Yellow
Apple,831.67,Red
Blueberry,2598.85,Blue
Orange,928.05,Orange
Blueberry,282.07,Blue
Strawberry,1001.62,Red
Grapes,1520.66,Green
Mango,2909.65,Yellow
Blueberry,1532.87,Blue
Orange,2102.57,Orange
Blueberry,2012.16,Blue
Grapes,1318.01,Green
Banana,1248.46,Yellow
Cherry,2915.85,Red
Papaya,2924.81,Orange
Kiwi,2108.54,Brown
Blueberry,870.14,Blue
Banana,1222.93,Yellow
Mango,2884.45,Yellow
Strawberry,2441.99,Red
Banana,2862.5,Yellow
Apple,291.45,Red
Papaya,2909.14,Orange
Pineapple,339.07,Brown
Grapes,869.47,Green
Strawberry,397.36,Red
Blueberry,855.07,Blue
Pineapple,1148.77,Brown
Watermelon,2229.66,Green
Pineapple,972.41,Brown
Kiwi,1166.04,Brown
Kiwi,1714.16,Brown
Orange,2243.17,Orange
Grapes,728.32,Green
Pineapple,362.47,Brown
Mango,249.85,Yellow
Kiwi,993.08,Brown
Cherry,863.29,Red
Blueberry,678.45,Blue
Mango,2912.54,Yellow
Strawberry,1217.6,Red
Cherry,2234.73,Red
Kiwi,2962.26,Brown
Mango,1702.39,Yellow
Apple,1651.37,Red
Grapes,1990.83,Green
Papaya,457.26,Orange
Cherry,2083.19,Red
Grapes,2638.5,Green
Cherry,1906.68,Red
Mango,2030.25,Yellow
Grapes,60.35,Green
Watermelon,1364.84,Green
Kiwi,1350.8,Brown
Apple,639.96,Red
Kiwi,1796.36,Brown
Strawberry,2964.54,Red
Mango,1806.11,Yellow
Papaya,772.72,Orange
Orange,1046.25,Orange
Papaya,1064.88,Orange
Banana,1868.04,Yellow
Mango,2743.95,Yellow
Watermelon,2617.4,Green
Kiwi,2848.89,Brown
Banana,1355.3,Yellow
Grapes,1352.3,Green
Apple,976.99,Red
Cherry,2096.27,Red
Orange,1568.66,Orange
Pineapple,130.22,Brown
Blueberry,1989.4,Blue
Banana,2689.05,Yellow
Apple,1024.05,Red
Papaya,453.86,Orange
Watermelon,2259.25,Green
Watermelon,1560.8,Green
Kiwi,839.38,Brown
Pineapple,2008.45,Brown
Kiwi,2776.36,Brown
Watermelon,2249.82,Green
Papaya,1506.35,Orange
Papaya,1955.36,Orange
Grapes,2530.83,Green
Blueberry,229.24,Blue
Pineapple,1591.27,Brown
Blueberry,2873.65,Blue
Orange,260.39,Orange
Apple,2745.85,Red
Mango,1541.24,Yellow
Papaya,1554.93,Orange
Apple,1330.63,Red
Watermelon,1134.5,Green
Papaya,2806.3,Orange
Pineapple,1876.17,Brown
Banana,357.01,Yellow
Strawberry,2935.36,Red
Grapes,104.21,Green
Cherry,2734.47,Red
Orange,1271.27,Orange
Strawberry,1369.42,Red
Strawberry,373.7,Red
Watermelon,2073.91,Green
Apple,2617.53,Red
Mango,722.54,Yellow
Grapes,1017.35,Green
Orange,2299.08,Orange
Strawberry,1686.39,Red
Mango,1820.86,Yellow
Orange,1996.76,Orange
Watermelon,484.0,Green
Blueberry,1034.09,Blue
Cherry,64.55,Red
Cherry,2775.7,Red
Banana,1498.14,Yellow
Apple,2886.43,Red
Papaya,2961.24,Orange
Cherry,1433.84,Red
Grapes,2500.95,Green
Apple,2096.74,Red
Pineapple,1945.63,Brown
Apple,654.18,Red
Banana,2023.02,Yellow
Blueberry,1081.51,Blue
Watermelon,646.03,Green
Strawberry,1268.52,Red
Banana,2047.43,Yellow
Watermelon,813.84,Green
Grapes,2998.79,Green
Banana,2930.97,Yellow
Watermelon,1454.46,Green
Mango,1912.67,Yellow
Cherry,2492.64,Red
Cherry,2198.07,Red
Orange,862.16,Orange
Cherry,2717.79,Red
Mango,273.92,Yellow
Banana,1513.94,Yellow
Mango,1042.37,Yellow
Cherry,690.13,Red
Watermelon,912.02,Green
Kiwi,924.67,Brown
Orange,724.76,Orange
Orange,1394.95,Orange
Cherry,1771.13,Red
Mango,151.72,Yellow
Mango,996.1,Yellow
Papaya,738.38,Orange
Strawberry,1761.76,Red
Banana,2477.12,Yellow
Orange,123.44,Orange
Blueberry,1635.88,Blue
Strawberry,543.78,Red
Kiwi,1418.42,Brown
Kiwi,599.77,Brown
Pineapple,2452.69,Brown
Orange,2582.14,Orange
Kiwi,2086.95,Brown
Grapes,949.21,Green
Apple,1728.07,Red
Kiwi,1680.38,Brown
Apple,1788.3,Red
Cherry,2387.58,Red
Blueberry,1889.03,Blue
Strawberry,716.66,Red
Orange,545.15,Orange
Apple,90.81,Red
Blueberry,1182.42,Blue
Pineapple,1674.0,Brown
Pineapple,198.83,Brown
Cherry,2511.71,Red
Blueberry,1290.19,Blue
Mango,1202.48,Yellow
Cherry,395.84,Red
Blueberry,1907.29,Blue
Papaya,2776.43,Orange
Mango,2174.86,Yellow
Blueberry,1445.35,Blue
Kiwi,1859.81,Brown
Banana,2595.95,Yellow
Apple,1525.37,Red
Blueberry,534.01,Blue
Orange,2635.81,Orange
Kiwi,1180.44,Brown
Apple,2592.11,Red
Cherry,2184.57,Red
Banana,999.69,Yellow
Kiwi,1118.43,Brown
Grapes,1422.63,Green
Pineapple,1246.54,Brown
Apple,2460.42,Red
Blueberry,1461.67,Blue
Mango,816.03,Yellow
Kiwi,2243.21,Brown
Grapes,2611.39,Green
Watermelon,794.26,Green
Orange,1321.75,Orange
Watermelon,2505.88,Green
Watermelon,1431.23,Green
Grapes,2866.48,Green
Papaya,646.48,Orange
Strawberry,2321.52,Red
Blueberry,1644.35,Blue
Apple,1939.04,Red
Watermelon,1710.57,Green
Papaya,1859.62,Orange
Blueberry,62.75,Blue
Mango,633.56,Yellow
Kiwi,1325.93,Brown
Apple,526.45,Red
Papaya,1054.4,Orange
Grapes,1556.41,Green
Orange,1078.54,Orange
Apple,1157.44,Red
Blueberry,998.04,Blue
Orange,546.28,Orange
Orange,1532.99,Orange
Orange,438.08,Orange
Cherry,576.6,Red
Strawberry,2515.3,Red
Watermelon,1475.22,Green
Cherry,559.96,Red
Cherry,2831.29,Red
Banana,2226.76,Yellow
Papaya,225.53,Orange
Grapes,2106.7,Green
Orange,737.31,Orange
Kiwi,407.32,Brown
Orange,212.93,Orange
Blueberry,1626.02,Blue
Apple,2417.64,Red
Mango,924.61,Yellow
Blueberry,490.18,Blue
Apple,1675.89,Red
Blueberry,2136.91,Blue
Banana,752.08,Yellow
Watermelon,2508.15,Green
Banana,1205.55,Yellow
Pineapple,2971.27,Brown
Blueberry,1157.46,Blue
Mango,2851.66,Yellow
Pineapple,2941.27,Brown
Papaya,2097.24,Orange
Papaya,2819.09,Orange
Apple,2756.03,Red
Watermelon,862.07,Green
Banana,2021.01,Yellow
Watermelon,2964.5,Green
Cherry,2442.26,Red
Orange,1007.03,Orange
Pineapple,2384.77,Brown
Papaya,1029.25,Orange
Apple,2548.3,Red
Kiwi,1014.63,Brown
Banana,2506.08,Yellow
Cherry,458.0,Red
Papaya,1606.02,Orange
Papaya,1934.56,Orange
Pineapple,1969.87,Brown
Kiwi,2091.48,Brown
Blueberry,2139.77,Blue
Strawberry,833.66,Red
Blueberry,350.77,Blue
Papaya,2783.41,Orange
Blueberry,2150.55,Blue
Watermelon,1527.87,Green
Pineapple,836.96,Brown
Grapes,805.66,Green
Watermelon,1527.77,Green
Watermelon,1672.99,Green
Grapes,744.95,Green
Blueberry,1040.76,Blue
Papaya,2429.76,Orange
Grapes,1903.98,Green
Grapes,2975.57,Green
Banana,369.96,Yellow
Strawberry,1039.02,Red
Blueberry,1121.86,Blue
Strawberry,341.8,Red
Orange,442.31,Orange
Papaya,450.39,Orange
Banana,354.17,Yellow
Watermelon,1997.65,Green
Banana,2833.43,Yellow
Strawberry,2090.75,Red
Kiwi,94.29,Brown
Orange,2580.51,Orange
Apple,510.1,Red
Kiwi,1761.81,Brown
Papaya,1357.44,Orange
Watermelon,594.26,Green
Grapes,2083.95,Green
Strawberry,857.32,Red
Pineapple,519.8,Brown
Pineapple,2275.58,Brown
Banana,1790.5,Yellow
Strawberry,2219.32,Red
Strawberry,847.03,Red
Grapes,560.73,Green
Mango,1973.22,Yellow
Cherry,960.87,Red
Grapes,501.82,Green
Blueberry,683.05,Blue
Strawberry,2490.63,Red
Banana,827.88,Yellow
Pineapple,1081.07,Brown
Strawberry,1908.12,Red
Papaya,301.14,Orange
Apple,1921.61,Red
Cherry,1187.82,Red
Kiwi,1190.68,Brown
Pineapple,1435.53,Brown
Banana,776.54,Yellow
Grapes,607.1,Green
Papaya,1237.15,Orange
Banana,453.38,Yellow
Kiwi,301.55,Brown
Banana,790.83,Yellow
Mango,1517.47,Yellow
Blueberry,2803.91,Blue
Cherry,1823.29,Red
Pineapple,486.93,Brown
Grapes,2928.58,Green
Watermelon,1491.39,Green
Kiwi,2800.46,Brown
Pineapple,2835.85,Brown
Banana,2235.89,Yellow
Blueberry,643.51,Blue
Grapes,1739.63,Green
Orange,631.36,Orange
Grapes,200.92,Green
Apple,565.31,Red
Blueberry,1379.16,Blue
Apple,736.77,Red
Banana,2649.7,Yellow
Watermelon,1296.92,Green
Banana,399.6,Yellow
Banana,2840.85,Yellow
Orange,1785.79,Orange
Pineapple,772.76,Brown
Banana,2193.34,Yellow
Cherry,2918.62,Red
Apple,634.0,Red
Watermelon,2811.51,Green
Apple,705.58,Red
Kiwi,937.92,Brown
Apple,2213.42,Red
Mango,2376.53,Yellow
Papaya,50.89,Orange
Grapes,614.47,Green
Pineapple,906.64,Brown
Watermelon,1497.63,Green
Pineapple,2598.01,Brown
Watermelon,1942.15,Green
Kiwi,428.69,Brown
Apple,1331.19,Red
Pineapple,102.77,Brown
Watermelon,1179.74,Green
Mango,1263.16,Yellow
Mango,1000.91,Yellow
Kiwi,1658.36,Brown
Apple,1733.35,Red
Pineapple,2845.17,Brown
Kiwi,1008.15,Brown
Mango,2704.23,Yellow
Pineapple,1104.2,Brown
Orange,1461.92,Orange
Papaya,1240.66,Orange
Blueberry,1041.86,Blue
Banana,2711.67,Yellow
Strawberry,2181.36,Red
Watermelon,1830.76,Green
Strawberry,2286.95,Red
Grapes,2933.47,Green
Cherry,339.43,Red
Cherry,2751.61,Red
Kiwi,2880.49,Brown
Kiwi,2271.27,Brown
Mango,850.76,Yellow
Banana,2884.21,Yellow
Blueberry,806.86,Blue
Kiwi,2824.98,Brown
Orange,690.66,Orange
Apple,1651.15,Red
Banana,712.59,Yellow
Grapes,1115.93,Green
Grapes,511.87,Green
Orange,2785.86,Orange
Grapes,1582.89,Green
Banana,680.03,Yellow
Strawberry,2037.48,Red
Blueberry,2611.93,Blue
Papaya,1519.62,Orange
Banana,1560.01,Yellow
Kiwi,1042.88,Brown
Mango,2078.92,Yellow
Watermelon,233.04,Green
Orange,196.54,Orange
Pineapple,2689.49,Brown
Orange,185.69,Orange
Kiwi,1620.61,Brown
Apple,2776.41,Red
Blueberry,1398.06,Blue
Blueberry,1861.75,Blue
Apple,2792.64,Red
Blueberry,1875.93,Blue
Apple,1188.74,Red
Grapes,179.47,Green
Grapes,362.91,Green
Watermelon,2933.11,Green
Cherry,2746.53,Red
Papaya,1626.05,Orange
Cherry,2699.49,Red
Grapes,1119.09,Green
Kiwi,713.29,Brown
Strawberry,2731.79,Red
Watermelon,76.34,Green
Mango,2522.03,Yellow
Banana,1266.31,Yellow
Strawberry,1073.35,Red
Strawberry,2533.23,Red
Banana,1253.02,Yellow
Mango,394.57,Yellow
Grapes,235.43,Green
Grapes,222.93,Green
Apple,297.09,Red
Strawberry,459.93,Red
Kiwi,792.38,Brown
Grapes,510.51,Green
Papaya,276.51,Orange
Blueberry,2916.95,Blue
Papaya,2343.56,Orange
Pineapple,2118.15,Brown
Banana,512.36,Yellow
Grapes,2695.0,Green
Strawberry,524.45,Red
Pineapple,2787.29,Brown
Watermelon,2660.69,Green
Grapes,861.42,Green
Mango,1003.71,Yellow
Kiwi,713.82,Brown
Kiwi,1071.43,Brown
Orange,83.61,Orange
Banana,2671.94,Yellow
Mango,1718.7,Yellow
Banana,950.14,Yellow
Watermelon,780.77,Green
Banana,2876.5,Yellow
Strawberry,863.52,Red
Pineapple,1387.93,Brown
Apple,849.55,Red
Papaya,280.88,Orange
Orange,1736.77,Orange
Pineapple,602.0,Brown
Banana,1521.9,Yellow
Strawberry,1609.8,Red
Cherry,805.43,Red
Apple,2382.78,Red
Banana,2200.71,Yellow
Orange,954.14,Orange
Pineapple,644.37,Brown
Cherry,2160.11,Red
Orange,1928.15,Orange
Mango,2448.66,Yellow
Blueberry,2256.64,Blue
Orange,1733.24,Orange
Pineapple,2840.29,Brown
Pineapple,2912.13,Brown
Orange,2643.72,Orange
Mango,275.04,Yellow
Apple,417.78,Red
Apple,2212.79,Red
Watermelon,2320.74,Green
Grapes,889.52,Green
Cherry,1312.77,Red
Grapes,2260.62,Green
Apple,400.54,Red
Grapes,1885.64,Green
Strawberry,1953.39,Red
Banana,1628.92,Yellow
Blueberry,1295.42,Blue
Orange,2221.93,Orange
Blueberry,1854.01,Blue
Cherry,2278.11,Red
Strawberry,1331.88,Red
Cherry,666.21,Red
Cherry,1125.63,Red
Apple,2373.15,Red
Apple,2369.26,Red
Papaya,1470.01,Orange
Banana,543.78,Yellow
Strawberry,1286.23,Red
Cherry,872.77,Red
Blueberry,1360.34,Blue
Banana,2702.75,Yellow
Watermelon,99.45,Green
Mango,453.5,Yellow
Blueberry,2225.81,Blue
Kiwi,1057.85,Brown
Papaya,467.45,Orange
Kiwi,672.46,Brown
Blueberry,1079.36,Blue
Pineapple,2358.41,Brown
Blueberry,941.05,Blue
Grapes,2527.13,Green
Banana,581.85,Yellow
Orange,2614.31,Orange
Mango,2804.62,Yellow
Blueberry,561.78,Blue
Grapes,2194.14,Green
Watermelon,703.26,Green
Banana,965.83,Yellow
Strawberry,2793.13,Red
Orange,984.93,Orange
Papaya,786.32,Orange
Apple,1784.17,Red
Orange,839.72,Orange
Papaya,1330.64,Orange
Banana,97.51,Yellow
Watermelon,2454.79,Green
Strawberry,2367.04,Red
Pineapple,613.03,Brown
Orange,2896.68,Orange
Cherry,2399.1,Red
Watermelon,264.48,Green
Pineapple,344.26,Brown
Blueberry,1628.59,Blue
Papaya,943.14,Orange
Grapes,2920.29,Green
Orange,115.59,Orange
Cherry,1088.17,Red
Papaya,1425.86,Orange
Mango,338.77,Yellow
Watermelon,2260.98,Green
Kiwi,1463.53,Brown
Orange,862.61,Orange
Banana,1852.29,Yellow
Apple,2407.48,Red
Watermelon,1626.42,Green
Pineapple,1406.73,Brown
Pineapple,2738.22,Brown
Pineapple,1077.45,Brown
Blueberry,667.14,Blue
Apple,2865.73,Red
Orange,75.07,Orange
Pineapple,2010.92,Brown
Kiwi,1961.53,Brown
Watermelon,288.56,Green
Papaya,2268.94,Orange
Orange,1674.93,Orange
Grapes,1494.6,Green
Apple,1438.47,Red
Strawberry,2297.1,Red
Blueberry,1953.61,Blue
Grapes,1821.46,Green
Grapes,2887.94,Green
Strawberry,858.56,Red
Grapes,1461.41,Green
Apple,2038.52,Red
Orange,2700.37,Orange
Mango,252.4,Yellow
Watermelon,1297.87,Green
Apple,2056.95,Red
Papaya,1301.01,Orange
Apple,75.47,Red
Watermelon,824.64,Green
Mango,749.26,Yellow
Blueberry,862.34,Blue
Strawberry,2576.59,Red
Strawberry,65.96,Red
Cherry,2958.39,Red
Grapes,1924.34,Green
Apple,1826.95,Red
Cherry,508.29,Red
Cherry,70.6,Red
Banana,1480.98,Yellow
Grapes,1449.45,Green
Banana,2279.51,Yellow
Pineapple,1034.5,Brown
Papaya,1712.82,Orange
Banana,1122.48,Yellow
Watermelon,401.42,Green
Watermelon,2541.2,Green
Apple,2770.94,Red
Pineapple,346.91,Brown
Watermelon,1870.43,Green
Watermelon,690.67,Green
Pineapple,1489.23,Brown
Mango,705.15,Yellow
Watermelon,1262.54,Green
Blueberry,1913.69,Blue
Grapes,2817.4,Green
Pineapple,2831.62,Brown
Orange,184.35,Orange
Pineapple,2973.89,Brown
Pineapple,51.57,Brown
Blueberry,1351.05,Blue
Grapes,1345.72,Green
Grapes,1318.13,Green
Mango,1625.8,Yellow
Strawberry,2774.51,Red
Watermelon,1348.3,Green
Strawberry,240.25,Red
Apple,1316.33,Red
Mango,1921.18,Yellow
Pineapple,431.46,Brown
Cherry,1997.14,Red
Kiwi,2936.17,Brown
Watermelon,2977.75,Green
Grapes,714.5,Green
Blueberry,2286.48,Blue
Grapes,276.18,Green
Orange,1862.97,Orange
Strawberry,2753.94,Red
Blueberry,650.07,Blue
Blueberry,2422.83,Blue
Blueberry,1768.56,Blue
Pineapple,887.26,Brown
Pineapple,711.42,Brown
Cherry,116.55,Red
Apple,1658.58,Red
Blueberry,1198.77,Blue
Apple,756.85,Red
Cherry,575.25,Red
Cherry,1002.15,Red
Banana,712.34,Yellow
Mango,529.23,Yellow
Cherry,1134.35,Red
Strawberry,397.38,Red
Pineapple,2323.44,Brown
Blueberry,661.46,Blue
Pineapple,2259.59,Brown
Pineapple,2889.99,Brown
Grapes,2614.13,Green
Watermelon,1350.41,Green
Mango,2569.78,Yellow
Papaya,967.34,Orange
Watermelon,947.26,Green
Papaya,1330.01,Orange
Papaya,1327.53,Orange
Mango,1397.16,Yellow
Pineapple,1450.64,Brown
Orange,1246.8,Orange
Papaya,1020.42,Orange
Pineapple,2056.63,Brown
Strawberry,1224.45,Red
Banana,1216.78,Yellow
Grapes,2833.25,Green
Apple,2486.21,Red
Kiwi,501.95,Brown
Orange,2458.69,Orange
Cherry,2814.61,Red
Strawberry,2327.2,Red
Orange,1222.58,Orange
Grapes,245.67,Green
Strawberry,1031.22,Red
Watermelon,2982.71,Green
Orange,2332.62,Orange
Orange,1045.54,Orange
Papaya,211.54,Orange
Blueberry,1677.21,Blue
Cherry,2203.52,Red
Orange,914.05,Orange
Mango,2517.42,Yellow
Apple,2378.93,Red
Banana,2594.53,Yellow
Pineapple,2875.85,Brown
Mango,2142.05,Yellow
Cherry,2203.46,Red
Blueberry,919.23,Blue
Apple,2690.43,Red
Orange,1467.59,Orange
Grapes,1038.03,Green
Blueberry,2876.0,Blue
Grapes,2099.23,Green
Cherry,2829.39,Red
Cherry,916.22,Red
Grapes,1199.92,Green
Cherry,70.77,Red
Orange,1809.89,Orange
Strawberry,2729.74,Red
Cherry,1167.76,Red
Cherry,778.81,Red
Strawberry,310.11,Red
Pineapple,2193.48,Brown
Orange,1846.08,Orange
Strawberry,1043.86,Red
Mango,606.69,Yellow
Strawberry,1299.4,Red
Pineapple,1653.94,Brown
Strawberry,546.83,Red
Watermelon,1448.91,Green
Cherry,705.71,Red
Orange,1164.97,Orange
Blueberry,2091.39,Blue
Cherry,2740.46,Red
Kiwi,951.93,Brown
Cherry,948.58,Red
Orange,2329.9,Orange
Watermelon,2094.92,Green
Kiwi,815.85,Brown
Cherry,1060.5,Red
Apple,2379.96,Red
Watermelon,337.16,Green
Pineapple,2849.25,Brown
Orange,2503.95,Orange
Kiwi,1410.8,Brown
Pineapple,757.99,Brown
Cherry,1087.67,Red
Orange,513.08,Orange
